	company.value	companyLabel.xml:lang	companyLabel.value	name.xml:lang	name.value	starttime.value	endtime.value
1065	http://www.wikidata.org/entity/Q5418218	en	Evga S.A.	el	Ελληνική Βιομηχανία Γάλακτος	1936-01-01T00:00:00Z	1999-01-01T00:00:00Z
1066	http://www.wikidata.org/entity/Q5418218	en	Evga S.A.	el	Εθνική Βιομηχανία Γάλακτος	1934-01-01T00:00:00Z	1936-01-01T00:00:00Z
1067	http://www.wikidata.org/entity/Q5418218	en	Evga S.A.	el	Ελληνική Βιομηχανία Γάλακτος και Αλεύρου	1999-01-01T00:00:00Z	2002-01-01T00:00:00Z
1068	http://www.wikidata.org/entity/Q5418218	en	Evga S.A.	el	Ευρωπαϊκή Βιομηχανία Γάλακτος και Αλεύρου	2003-01-01T00:00:00Z	
1069	http://www.wikidata.org/entity/Q5430190	en	Stuff Limited	en	Fairfax New Zealand Limited	2003-06-30T00:00:00Z	2018-02-01T00:00:00Z
1070	http://www.wikidata.org/entity/Q5430190	en	Stuff Limited	en	Stuff Limited	2018-02-01T00:00:00Z	
1071	http://www.wikidata.org/entity/Q5470170	en	Formfit	en	Formfit-Rogers	1960-01-01T00:00:00Z	
1072	http://www.wikidata.org/entity/Q5470170	en	Formfit	en	The Formfit Company	1917-01-01T00:00:00Z	1960-01-01T00:00:00Z
1073	http://www.wikidata.org/entity/Q5322606	en	Glitre Energi Produksjon	nb	Glitre Energi Produksjon	2016-08-26T00:00:00Z	2023-05-31T00:00:00Z
1074	http://www.wikidata.org/entity/Q5533148	en	Gengo	en	myGengo	2008-01-01T00:00:00Z	2012-01-01T00:00:00Z
1075	http://www.wikidata.org/entity/Q5533148	en	Gengo	mul	Gengo	2012-01-01T00:00:00Z	
1076	http://www.wikidata.org/entity/Q5322556	en	Ymobile Corporation	ja	イー・アクセス株式会社	1999-11-01T00:00:00Z	2014-07-01T00:00:00Z
1077	http://www.wikidata.org/entity/Q5322556	en	Ymobile Corporation	ja	ワイモバイル株式会社	2014-07-01T00:00:00Z	
1078	http://www.wikidata.org/entity/Q5957070	en	Hyogo FM Broadcasting	ja	兵庫エフエム放送株式会社	2010-05-01T00:00:00Z	
1079	http://www.wikidata.org/entity/Q5957070	en	Hyogo FM Broadcasting	ja	株式会社Kiss-FM KOBE	2003-07-01T00:00:00Z	2010-09-01T00:00:00Z
1080	http://www.wikidata.org/entity/Q5957070	en	Hyogo FM Broadcasting	ja	兵庫エフエムラジオ放送株式会社	1989-12-01T00:00:00Z	2003-06-01T00:00:00Z
1081	http://www.wikidata.org/entity/Q5364357	en	Elko Grupa	lv	"Akciju sabiedrība ""ELKO GRUPA"""	2000-12-19T00:00:00Z	
1082	http://www.wikidata.org/entity/Q5324039	en	Erg Renew	it	Erg Renew S.p.A.	2008-01-01T00:00:00Z	
1083	http://www.wikidata.org/entity/Q5324039	en	Erg Renew	it	EnerTAD S.p.A.	2001-01-01T00:00:00Z	2008-01-01T00:00:00Z
1084	http://www.wikidata.org/entity/Q5324039	en	Erg Renew	it	CMI S.p.A.	1961-01-01T00:00:00Z	2001-01-01T00:00:00Z
1085	http://www.wikidata.org/entity/Q6045586	en	İzdeniz	tr	İzmir Deniz İşletmeciliği Nakliye ve Turizm Ticaret Anonim Şirketi	1999-10-12T00:00:00Z	
1086	http://www.wikidata.org/entity/Q6045586	en	İzdeniz	tr	İzbak İzmir Büyükşehir Belediyesi Bakım Onarım Makina İnşaat Taahhüt Gıda Temizlik Sanayi ve Ticaret Anonim Şirketi	1998-11-06T00:00:00Z	1999-10-12T00:00:00Z
1087	http://www.wikidata.org/entity/Q6045586	en	İzdeniz	tr	İzbak İzmir Büyükşehir Belediyesi Bakım Onarım Makina Sanayi ve Ticaret Anonim Şirketi	1992-11-18T00:00:00Z	1998-11-06T00:00:00Z
1088	http://www.wikidata.org/entity/Q7053455	en	Hydro Transport	nb	Hydro Transport AS	1973-03-14T00:00:00Z	
1089	http://www.wikidata.org/entity/Q7053455	en	Hydro Transport	nb	Norsk Transportaktieselskab	1907-06-21T00:00:00Z	1973-03-13T00:00:00Z
1090	http://www.wikidata.org/entity/Q7061260	en	Norwegian Centre for Research Data	nb	NSD – Norsk senter for forskningsdata AS	2016-03-01T00:00:00Z	
1091	http://www.wikidata.org/entity/Q7050849	en	NEAS	nb	NEAS AS	2018-09-27T00:00:00Z	
1092	http://www.wikidata.org/entity/Q7051182	en	Connect Bus Norge	no	Norgesbuss Invest AS	1995-01-06T00:00:00Z	1997-09-30T00:00:00Z
1093	http://www.wikidata.org/entity/Q7051182	en	Connect Bus Norge	no	Norgesbuss AS	1997-10-01T00:00:00Z	2022-11-30T00:00:00Z
1094	http://www.wikidata.org/entity/Q7045671	en	Nobina Norge	nb	Concordia Bus Norge AS	2007-07-01T00:00:00Z	2009-11-30T00:00:00Z
1095	http://www.wikidata.org/entity/Q7045671	en	Nobina Norge	nb	Ingeniør M.O. Schøyens Bilcentraler AS	1969-11-28T00:00:00Z	2007-06-30T00:00:00Z
1096	http://www.wikidata.org/entity/Q7045671	en	Nobina Norge	nb	Nobina Norge AS	2009-12-01T00:00:00Z	2019-04-15T00:00:00Z
1097	http://www.wikidata.org/entity/Q7045671	en	Nobina Norge	nb	Nobina AS	2019-04-16T00:00:00Z	
1098	http://www.wikidata.org/entity/Q7000460	en	Vy Buss	no	Vy Buss AS	2019-04-24T00:00:00Z	
1099	http://www.wikidata.org/entity/Q7000460	en	Vy Buss	nb	Nettbuss AS	2000-02-10T00:00:00Z	2019-04-23T00:00:00Z
1100	http://www.wikidata.org/entity/Q7012564	en	Vision Values Holdings Limited	en	Vision Values Holdings Limited	2010-01-01T00:00:00Z	
1101	http://www.wikidata.org/entity/Q7012564	en	Vision Values Holdings Limited	en	Wah Yik Holdings Company Limited	1998-01-01T00:00:00Z	2000-01-01T00:00:00Z
1102	http://www.wikidata.org/entity/Q7012564	en	Vision Values Holdings Limited	en	Asia Logistics Technologies Limited	2000-01-01T00:00:00Z	2004-01-01T00:00:00Z
1103	http://www.wikidata.org/entity/Q7012564	en	Vision Values Holdings Limited	en	New World Mobile Holdings Limited	2004-01-01T00:00:00Z	2010-01-01T00:00:00Z
1104	http://www.wikidata.org/entity/Q7012564	en	Vision Values Holdings Limited	zh-hk	遠見控股有限公司	2014-01-01T00:00:00Z	
1105	http://www.wikidata.org/entity/Q7012564	en	Vision Values Holdings Limited	zh-hk	新世界移動控股有限公司	2004-01-01T00:00:00Z	2010-01-01T00:00:00Z
1106	http://www.wikidata.org/entity/Q7047831	en	Nokas	nb	Nokas Verdihåndtering AS	2020-06-15T00:00:00Z	
1107	http://www.wikidata.org/entity/Q7053420	en	Norsk Bane	nn	Norsk Bane AS	2002-01-16T00:00:00Z	
1108	http://www.wikidata.org/entity/Q7053420	en	Norsk Bane	nn	Interesseselskapet Sørnorske Høgfartsbanar	1991-01-01T00:00:00Z	2002-01-01T00:00:00Z
1109	http://www.wikidata.org/entity/Q7051182	en	Connect Bus Norge	no	Connect Bus Norgesbuss AS	2022-11-30T00:00:00Z	2023-09-30T00:00:00Z
1110	http://www.wikidata.org/entity/Q7051182	en	Connect Bus Norge	no	Connect Bus Norge AS	2023-10-01T00:00:00Z	
1111	http://www.wikidata.org/entity/Q5760723	en	Central Lechera Asturiana	es	Central Lechera Asturiana G.S.C	1967-01-01T00:00:00Z	
1112	http://www.wikidata.org/entity/Q5842736	en	Corning Inc.	en	Corning Inc.	1990-01-01T00:00:00Z	
1113	http://www.wikidata.org/entity/Q5635865	en	HSBC Continental Europe, Poland	pl	HSBC Bank Polska S.A.	2004-01-01T00:00:00Z	2020-11-30T00:00:00Z
1114	http://www.wikidata.org/entity/Q5635865	en	HSBC Continental Europe, Poland	pl	HSBC Continental Europe (Spółka Akcyjna) Oddział w Polsce	2020-12-01T00:00:00Z	
1115	http://www.wikidata.org/entity/Q6423274	en	JumpStart Games	en	JumpStart Games, Inc.	2012-01-01T00:00:00Z	
1116	http://www.wikidata.org/entity/Q5636000	en	HSS Hire	en-gb	HSS HIRE SERVICE GROUP LIMITED	2004-01-13T00:00:00Z	
1117	http://www.wikidata.org/entity/Q5636000	en	HSS Hire	en-gb	HSS HIRE GROUP LIMITED	1978-12-31T00:00:00Z	1991-07-12T00:00:00Z
1118	http://www.wikidata.org/entity/Q5636000	en	HSS Hire	en-gb	HSS HIRE SERVICE GROUP PLC	1991-07-12T00:00:00Z	2004-01-13T00:00:00Z
1119	http://www.wikidata.org/entity/Q5636000	en	HSS Hire	en-gb	HIRE SERVICE SHOPS LIMITED	1959-12-15T00:00:00Z	1978-12-31T00:00:00Z
1120	http://www.wikidata.org/entity/Q5641184	en	Halcrow Group	en	Sir William Halcrow and Partners	1944-01-01T00:00:00Z	1998-01-01T00:00:00Z
1121	http://www.wikidata.org/entity/Q6065542	en	Suffolk Building Society	en-gb	Suffolk Building Society	2021-01-01T00:00:00Z	
1122	http://www.wikidata.org/entity/Q6149487	en	Canon Medical Systems Corporation	ja	キヤノンメディカルシステムズ株式会社	2018-01-04T00:00:00Z	
1123	http://www.wikidata.org/entity/Q5801251	en	Deep Silver Vienna	en	Games That Matter	2006-01-01T00:00:00Z	2007-01-01T00:00:00Z
1124	http://www.wikidata.org/entity/Q5801251	en	Deep Silver Vienna	en	Deep Silver Vienna	2007-01-01T00:00:00Z	2010-01-01T00:00:00Z
1125	http://www.wikidata.org/entity/Q6427450	en	Veidekke Industri	nb	Veidekke Industri	2011-01-01T00:00:00Z	
1126	http://www.wikidata.org/entity/Q6772977	en	Marriott Corporation	en	Marriott Corporation	1967-11-21T00:00:00Z	1993-10-08T00:00:00Z
1127	http://www.wikidata.org/entity/Q6772977	en	Marriott Corporation	en	The Hot Shoppe	1927-05-15T00:00:00Z	1929-07-10T00:00:00Z
1128	http://www.wikidata.org/entity/Q6772977	en	Marriott Corporation	en	Hot Shoppes, Inc.	1929-07-10T00:00:00Z	1964-11-10T00:00:00Z
1129	http://www.wikidata.org/entity/Q6772977	en	Marriott Corporation	en	Marriott-Hot Shoppes, Inc.	1964-11-10T00:00:00Z	1967-11-21T00:00:00Z
1130	http://www.wikidata.org/entity/Q6773453	en	Marshall, Sons & Co.	en	Marshall Sons & Company (Successors) Ltd.	1936-01-01T00:00:00Z	
1131	http://www.wikidata.org/entity/Q6966507	en	Nordkraft	nb	Narvik Energi AS	1994-01-01T00:00:00Z	2009-01-01T00:00:00Z
1132	http://www.wikidata.org/entity/Q6966507	en	Nordkraft	nb	Nordkraft AS.	2009-01-01T00:00:00Z	
1133	http://www.wikidata.org/entity/Q6978710	en	National Stock Exchange Of Australia Limited	en	National Stock Exchange of Australia	2006-01-01T00:00:00Z	
1134	http://www.wikidata.org/entity/Q6516312	en	Hydro Aluminium	no	Hydro Aluminium AS	1986-09-01T00:00:00Z	
1135	http://www.wikidata.org/entity/Q6516312	en	Hydro Aluminium	no	AS Årdal Verk	1947-01-28T00:00:00Z	1951-01-01T00:00:00Z
1136	http://www.wikidata.org/entity/Q6516312	en	Hydro Aluminium	no	AS Årdal og Sunndal Verk	1951-01-01T00:00:00Z	1986-08-31T00:00:00Z
1137	http://www.wikidata.org/entity/Q6538509	en	Lhasa Carpet Factory	zh-hans	西藏圣地藏毯有限责任公司	2005-01-01T00:00:00Z	
1138	http://www.wikidata.org/entity/Q6538509	en	Lhasa Carpet Factory	zh-hans	西藏拉萨地毯有限责任公司	2006-01-01T00:00:00Z	
1139	http://www.wikidata.org/entity/Q6538509	en	Lhasa Carpet Factory	zh-hans	拉萨地毯厂	1953-01-01T00:00:00Z	
1140	http://www.wikidata.org/entity/Q6538509	en	Lhasa Carpet Factory	zh-hans	西藏慈德林实业发展有限公司	2016-01-01T00:00:00Z	
1141	http://www.wikidata.org/entity/Q6805562	en	Media Wales	en-gb	Media Wales	2007-10-01T00:00:00Z	
1142	http://www.wikidata.org/entity/Q6805562	en	Media Wales	en-gb	Western Mail and Echo Ltd	http://www.wikidata.org/.well-known/genid/be5d6f2a512c8986aa2cd8b0cbe99400	2007-09-30T00:00:00Z
1143	http://www.wikidata.org/entity/Q6897168	en	Hexion	en	Momentive Specialty Chemicals Inc.	2005-01-01T00:00:00Z	2015-01-01T00:00:00Z
1144	http://www.wikidata.org/entity/Q6897168	en	Hexion	en	Hexion Inc.	2015-01-01T00:00:00Z	
1145	http://www.wikidata.org/entity/Q6956036	en	New York City Tourism + Conventions	en	NYC & Company	1990-01-01T00:00:00Z	2023-01-01T00:00:00Z
1146	http://www.wikidata.org/entity/Q6956036	en	New York City Tourism + Conventions	en	NEW YORK CONVENTION AND VISITORS BUREAU, INC.	1930-01-01T00:00:00Z	1990-01-01T00:00:00Z
1147	http://www.wikidata.org/entity/Q6548008	en	Lillehammer Olympiapark	nb	Lillehammer Olympiapark AS	1999-01-01T00:00:00Z	
1148	http://www.wikidata.org/entity/Q6913576	en	Morris & Co.	en	Morris & Co.	1875-03-31T00:00:00Z	1905-01-01T00:00:00Z
1149	http://www.wikidata.org/entity/Q6913576	en	Morris & Co.	en	Morris & Co. Decorators Ltd.	1905-01-01T00:00:00Z	1925-11-26T00:00:00Z
1150	http://www.wikidata.org/entity/Q6913576	en	Morris & Co.	en	Morris, Marshall, Faulkner and Company	1861-04-11T00:00:00Z	1875-03-31T00:00:00Z
1151	http://www.wikidata.org/entity/Q6913576	en	Morris & Co.	en	Morris & Co. ArtWorkers Limited	1925-11-26T00:00:00Z	
1152	http://www.wikidata.org/entity/Q7111716	en	9 Story USA	en	Out of the Blue Enterprises	1996-01-01T00:00:00Z	2018-01-01T00:00:00Z
1153	http://www.wikidata.org/entity/Q6670347	en	London Electricity Board	en	London Electricity Board	1948-01-01T00:00:00Z	
1154	http://www.wikidata.org/entity/Q6670347	en	London Electricity Board	en	London Electricity plc	1990-01-01T00:00:00Z	
1155	http://www.wikidata.org/entity/Q6823260	en	Metaswitch	en	Metaswitch Networks Ltd	2009-10-01T00:00:00Z	
1156	http://www.wikidata.org/entity/Q6823260	en	Metaswitch	en	Data Connection Ltd	1981-08-10T00:00:00Z	2009-10-01T00:00:00Z
1157	http://www.wikidata.org/entity/Q6905482	en	Montevideo Waterworks Company	en	Montevideo Waterworks Company, Ltd.	1879-01-01T00:00:00Z	
1158	http://www.wikidata.org/entity/Q7118518	en	PCCW Mobile HK Limited	en	PCCW Mobile HK Limited	2007-01-01T00:00:00Z	
1159	http://www.wikidata.org/entity/Q6514422	en	Endemol Shine Nordics	en	Endemol Shine Nordics	2015-01-01T00:00:00Z	
1160	http://www.wikidata.org/entity/Q6514422	en	Endemol Shine Nordics	sv	Metronome Film & Television	1996-01-01T00:00:00Z	2014-01-01T00:00:00Z
1161	http://www.wikidata.org/entity/Q6514422	en	Endemol Shine Nordics	en	Shine Nordics	2014-01-01T00:00:00Z	2015-01-01T00:00:00Z
1162	http://www.wikidata.org/entity/Q7107054	en	Sporveien Vognmateriell	nb	Sporveien Vognmateriell AS	2020-01-01T00:00:00Z	
1163	http://www.wikidata.org/entity/Q6956036	en	New York City Tourism + Conventions	en	New York City Tourism + Conventions	2023-04-01T00:00:00Z	
1164	http://www.wikidata.org/entity/Q6584353	en	Yamato Transport	ja	ヤマト運輸分割準備株式会社	2005-03-31T00:00:00Z	2005-10-31T00:00:00Z
1165	http://www.wikidata.org/entity/Q6584353	en	Yamato Transport	ja	ヤマト運輸株式会社	2005-11-01T00:00:00Z	
1166	http://www.wikidata.org/entity/Q6903407	en	Thaicom	en	Shinawatra Satellite	1991-11-07T00:00:00Z	2008-04-01T00:00:00Z
1167	http://www.wikidata.org/entity/Q6903407	en	Thaicom	en	Thaicom Public Company Limited	2008-04-01T00:00:00Z	
1168	http://www.wikidata.org/entity/Q7339697	en	Caliber System	en	Caliber System Inc.	1996-01-01T00:00:00Z	1998-01-01T00:00:00Z
1169	http://www.wikidata.org/entity/Q7312123	en	Remote Solution	en	Hango Electronics Co., Ltd.	1994-01-01T00:00:00Z	2002-01-01T00:00:00Z
1170	http://www.wikidata.org/entity/Q7312123	en	Remote Solution	en	Remote Solution Co., Ltd.	2002-01-01T00:00:00Z	
1171	http://www.wikidata.org/entity/Q7361457	en	Bane NOR Eiendom	mul	ROM Eiendom AS	2006-06-15T00:00:00Z	2017-08-31T00:00:00Z
1172	http://www.wikidata.org/entity/Q7361457	en	Bane NOR Eiendom	mul	ROM Eiendomsutvikling AS	1998-12-18T00:00:00Z	2006-06-15T00:00:00Z
1173	http://www.wikidata.org/entity/Q7361457	en	Bane NOR Eiendom	mul	Bane NOR Eiendom AS	2017-08-31T00:00:00Z	
1174	http://www.wikidata.org/entity/Q7885208	en	Unilever Indonesia	id	PT Unilever Indonesia Tbk	1980-07-22T00:00:00Z	
1175	http://www.wikidata.org/entity/Q7330397	en	Richelieu Inc.	en	Richelieu, Inc.	1933-01-01T00:00:00Z	
1176	http://www.wikidata.org/entity/Q7330397	en	Richelieu Inc.	en	Joseph H. Meyer Bros.	1911-01-01T00:00:00Z	1933-01-01T00:00:00Z
1177	http://www.wikidata.org/entity/Q7305826	en	Redfern	en	John Redfern and Sons	1870-01-01T00:00:00Z	1892-01-01T00:00:00Z
1178	http://www.wikidata.org/entity/Q7305826	en	Redfern	en	Redfern Limited	1892-01-01T00:00:00Z	1924-01-01T00:00:00Z
1179	http://www.wikidata.org/entity/Q7353317	en	Intelligence Squared	en	Intelligence Squared (UK) Limited	2011-12-05T00:00:00Z	
1180	http://www.wikidata.org/entity/Q7353317	en	Intelligence Squared	en	Intelligence2 Limited	2002-07-12T00:00:00Z	2014-03-09T00:00:00Z
1181	http://www.wikidata.org/entity/Q7447657	en	Select Portfolio Servicing, Inc.	en	Fairbanks Capital Corp.	1989-01-01T00:00:00Z	2004-06-30T00:00:00Z
1182	http://www.wikidata.org/entity/Q7447657	en	Select Portfolio Servicing, Inc.	en	Select Portfolio Servicing, Inc.	2004-06-30T00:00:00Z	
1183	http://www.wikidata.org/entity/Q7885589	en	Union Corporation	en	Union Corporation	1918-01-01T00:00:00Z	
1184	http://www.wikidata.org/entity/Q7885589	en	Union Corporation	en	A. Goerz & Co., Ltd.	1897-12-29T00:00:00Z	1918-01-01T00:00:00Z
1185	http://www.wikidata.org/entity/Q7885672	en	Ameren Missouri	en	Union Electric Company	1956-04-23T00:00:00Z	
1186	http://www.wikidata.org/entity/Q7885672	en	Ameren Missouri	en	Union Electric Company of Missouri	1937-05-29T00:00:00Z	1956-04-23T00:00:00Z
1187	http://www.wikidata.org/entity/Q7885672	en	Ameren Missouri	en	Union Electric Light and Power Company	1922-12-15T00:00:00Z	1937-05-29T00:00:00Z
1188	http://www.wikidata.org/entity/Q7885672	en	Ameren Missouri	en	Missouri Electric Light and Power Company	1922-11-21T00:00:00Z	1922-12-15T00:00:00Z
1189	http://www.wikidata.org/entity/Q7554545	en	Sognekraft	no	Sognekraft AS	2022-12-05T00:00:00Z	
1190	http://www.wikidata.org/entity/Q7553832	en	SoftBank Telecom	ja	ソフトバンクテレコム株式会社	2006-10-01T00:00:00Z	
1191	http://www.wikidata.org/entity/Q7410624	en	Hanwha Total	en	Hanwha TotalEnergies Petrochemical	2022-04-01T00:00:00Z	
1192	http://www.wikidata.org/entity/Q7410624	en	Hanwha Total	en	Hanwha Total Petrochemical	2015-04-01T00:00:00Z	2022-04-01T00:00:00Z
1193	http://www.wikidata.org/entity/Q7410624	en	Hanwha Total	en	Samsung Atofina	2003-08-01T00:00:00Z	2015-04-01T00:00:00Z
1194	http://www.wikidata.org/entity/Q7690720	en	TeST	cs	TeST, spol. s r.o., v likvidaci	2008-11-03T00:00:00Z	
1195	http://www.wikidata.org/entity/Q7801136	en	Tiertex Design Studios	en	Tiertex Limited	1987-01-01T00:00:00Z	2004-02-01T00:00:00Z
1196	http://www.wikidata.org/entity/Q7801136	en	Tiertex Design Studios	en	Tiertex Design Studios Limited	2004-02-01T00:00:00Z	
1197	http://www.wikidata.org/entity/Q7831621	en	Tractebel	fr	Tractebel Engineering	1998-04-25T00:00:00Z	
1198	http://www.wikidata.org/entity/Q7918384	en	Veggies of Nottingham	en	Veggies Catering Campaign (Nottingham) Limited	1987-09-03T00:00:00Z	
1199	http://www.wikidata.org/entity/Q7936108	en	Visio Corporation	en	Visio Corporation	1995-11-01T00:00:00Z	2000-01-07T00:00:00Z
1200	http://www.wikidata.org/entity/Q7936108	en	Visio Corporation	en	Shapeware Corporation	1992-01-01T00:00:00Z	1995-11-01T00:00:00Z
1201	http://www.wikidata.org/entity/Q7936108	en	Visio Corporation	en	Axon Corporation	1989-05-01T00:00:00Z	1992-01-01T00:00:00Z
1202	http://www.wikidata.org/entity/Q7695688	en	iconectiv	en	Bell Communications Research, Inc.	1984-01-01T00:00:00Z	1999-01-01T00:00:00Z
1203	http://www.wikidata.org/entity/Q7695688	en	iconectiv	en	Telcordia Technologies	1999-01-01T00:00:00Z	2013-02-01T00:00:00Z
1204	http://www.wikidata.org/entity/Q7695688	en	iconectiv	en	iconectiv	2013-02-01T00:00:00Z	
1205	http://www.wikidata.org/entity/Q7931130	en	Villum Foundation	da	Villum Kann Rasmussen Fonden	1973-05-29T00:00:00Z	2009-12-31T00:00:00Z
1206	http://www.wikidata.org/entity/Q7653413	en	Swan & Edgar	en	Swan & Edgar, Limited.	1896-01-01T00:00:00Z	
1207	http://www.wikidata.org/entity/Q7653413	en	Swan & Edgar	en	Waterloo House and Swan and Edgar (Limited)	1886-01-01T00:00:00Z	
1208	http://www.wikidata.org/entity/Q7939276	en	TPG Telecom	en	TPG Telecom Limited	2020-01-01T00:00:00Z	
1209	http://www.wikidata.org/entity/Q7939276	en	TPG Telecom	en	Hutchison 3G Australia Pty Limited	2001-01-01T00:00:00Z	2009-01-01T00:00:00Z
1210	http://www.wikidata.org/entity/Q7939276	en	TPG Telecom	en	Vodafone Hutchison Australia Pty Limited	2009-01-01T00:00:00Z	2020-01-01T00:00:00Z
1211	http://www.wikidata.org/entity/Q7703106	en	Terra Markets	nb	Orion Securities ASA	1999-11-10T00:00:00Z	2007-12-16T00:00:00Z
1212	http://www.wikidata.org/entity/Q7703106	en	Terra Markets	nb	Terra Markets AS	2010-02-25T00:00:00Z	2013-12-12T00:00:00Z
1213	http://www.wikidata.org/entity/Q7703106	en	Terra Markets	nb	Orion Securities AS	2007-12-17T00:00:00Z	2010-02-24T00:00:00Z
1214	http://www.wikidata.org/entity/Q7703106	en	Terra Markets	nb	Orion Securities AS	1999-10-15T00:00:00Z	1999-11-09T00:00:00Z
1215	http://www.wikidata.org/entity/Q7833614	en	TFI International	en-ca	Cabano Transportation Group Inc.	1990-12-04T00:00:00Z	1995-05-30T00:00:00Z
1216	http://www.wikidata.org/entity/Q7833614	en	TFI International	en	TFI International Inc.	2016-12-23T00:00:00Z	
1217	http://www.wikidata.org/entity/Q7833614	en	TFI International	en-ca	TransForce Inc.	1999-04-23T00:00:00Z	2002-09-30T00:00:00Z
1218	http://www.wikidata.org/entity/Q7833614	en	TFI International	fr-ca	Groupe Transport Cabano Inc.	1990-12-04T00:00:00Z	1995-05-30T00:00:00Z
1219	http://www.wikidata.org/entity/Q7833614	en	TFI International	en-ca	TransForce Inc.	2008-03-28T00:00:00Z	2016-12-23T00:00:00Z
1220	http://www.wikidata.org/entity/Q7833614	en	TFI International	fr-ca	Groupe Cabano d’Anjou Inc.	1986-10-01T00:00:00Z	1987-08-07T00:00:00Z
1221	http://www.wikidata.org/entity/Q7833614	en	TFI International	en-ca	TransForce Income Fund	2002-09-30T00:00:00Z	2008-03-28T00:00:00Z
1222	http://www.wikidata.org/entity/Q7833614	en	TFI International	en-ca	Cabano Expeditex Inc.	1987-08-07T00:00:00Z	1990-12-04T00:00:00Z
1223	http://www.wikidata.org/entity/Q7833614	en	TFI International	en-ca	Cabano-Kingsway Inc.	1995-05-30T00:00:00Z	1999-04-23T00:00:00Z
1224	http://www.wikidata.org/entity/Q7833614	en	TFI International	fr-ca	2320-2351 Québec Inc.	1985-04-30T00:00:00Z	1986-10-01T00:00:00Z
1225	http://www.wikidata.org/entity/Q7677969	en	Takefuji	ja	富士商事	1966-01-01T00:00:00Z	1968-06-01T00:00:00Z
1226	http://www.wikidata.org/entity/Q7677969	en	Takefuji	ja	有限会社武富士商事	1968-06-01T00:00:00Z	1974-12-01T00:00:00Z
1227	http://www.wikidata.org/entity/Q7677969	en	Takefuji	ja	株式会社武富士	1974-12-01T00:00:00Z	2012-02-28T00:00:00Z
1228	http://www.wikidata.org/entity/Q7677969	en	Takefuji	ja	TFK株式会社	2012-03-01T00:00:00Z	2017-03-17T00:00:00Z
1229	http://www.wikidata.org/entity/Q7703235	en	Terralink International	en	CoreLogic NZ Limited	2014-01-01T00:00:00Z	
1230	http://www.wikidata.org/entity/Q7703235	en	Terralink International	en	Terralink International Limited	2001-06-01T00:00:00Z	2013-12-31T00:00:00Z
1231	http://www.wikidata.org/entity/Q7761625	en	The Rouse Company	en	James W. Rouse & Company, Inc.	1954-01-01T00:00:00Z	
1232	http://www.wikidata.org/entity/Q7849186	en	Connect Bus Trønderbilene	no	Fylkesbilene i Nord-Trøndelag	1920-01-01T00:00:00Z	1997-12-31T00:00:00Z
1233	http://www.wikidata.org/entity/Q7849186	en	Connect Bus Trønderbilene	no	Trønderbilene AS	1998-01-01T00:00:00Z	2022-12-09T00:00:00Z
1234	http://www.wikidata.org/entity/Q7888226	en	Zynga with Friends	en	Zynga with Friends	2010-01-01T00:00:00Z	
1235	http://www.wikidata.org/entity/Q7906608	en	VBites	en-gb	J.R.J. FOODS LIMITED	1993-06-01T00:00:00Z	1993-11-23T00:00:00Z
1236	http://www.wikidata.org/entity/Q7906608	en	VBites	en-gb	BONNEYQUOTE LIMITED	1993-05-20T00:00:00Z	1993-06-01T00:00:00Z
1237	http://www.wikidata.org/entity/Q7906608	en	VBites	en-gb	THE REDWOOD WHOLEFOOD COMPANY LIMITED	1993-11-23T00:00:00Z	2013-05-21T00:00:00Z
1238	http://www.wikidata.org/entity/Q7906608	en	VBites	en	VBITES FOODS LIMITED	2013-05-21T00:00:00Z	
1239	http://www.wikidata.org/entity/Q7692363	en	ZF Sachs	de	Schweinfurter Präzisions-Kugellager-Werke Fichtel & Sachs	1895-01-01T00:00:00Z	
1240	http://www.wikidata.org/entity/Q7969414	en	Warhorse Studios	cs	Warhorse Studios s.r.o.	2014-07-08T00:00:00Z	
1241	http://www.wikidata.org/entity/Q7665194	en	Hydro Husnes	no	Sør-Norge Aluminium AS	http://www.wikidata.org/.well-known/genid/3d75084bd395a276419d57c5a8334b94	
1242	http://www.wikidata.org/entity/Q7616374	en	Stieff Silver	en	Kirk-Stieff	1979-01-01T00:00:00Z	
1243	http://www.wikidata.org/entity/Q7616374	en	Stieff Silver	en	Stieff Silver Company	1904-01-01T00:00:00Z	1979-01-01T00:00:00Z
1244	http://www.wikidata.org/entity/Q7663021	en	Syracuse China	en	Syracuse China Corporation	1966-01-21T00:00:00Z	
1245	http://www.wikidata.org/entity/Q7663021	en	Syracuse China	en	Onondaga Pottery Company	1871-01-01T00:00:00Z	1966-01-20T00:00:00Z
1246	http://www.wikidata.org/entity/Q7849186	en	Connect Bus Trønderbilene	no	Connect Bus Trønderbilene AS	2022-12-09T00:00:00Z	
1247	http://www.wikidata.org/entity/Q7939288	en	Epic Malta	en	Vodafone Limited	1997-01-01T00:00:00Z	2020-01-01T00:00:00Z
1248	http://www.wikidata.org/entity/Q7939288	en	Epic Malta	en	Telecell Limited	1989-01-01T00:00:00Z	1997-01-01T00:00:00Z
1249	http://www.wikidata.org/entity/Q7937522	en	Vivacom	bg	Виваком България ЕАД	2022-10-05T00:00:00Z	
1250	http://www.wikidata.org/entity/Q7703334	en	TerreStar Corporation	en	American Mobile Satellite Corporation	1988-01-01T00:00:00Z	2000-01-01T00:00:00Z
